"region","site_code","transect","quadrat_meter","taxon_id","abundance_5.6","abundance_4.0","abundance_2.8","abundance_2.0","abundance_1.4","abundance_1.0","abundance_0.71","abundance_0.5","taxon_abundance_total","year","quadrat_unique_code","transect_unique_code","site_unique_code"
"OR","E","L4","m4","Ampithoe lacertosa",NA,NA,NA,1,3,NA,NA,NA,4,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m4","Lacuna variegata",NA,NA,NA,2,3,NA,NA,NA,5,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m4","Lacuna vincta",NA,NA,NA,NA,8,11,19,8,46,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m4","Alvania compacta",NA,NA,NA,NA,2,3,NA,NA,5,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,11,9,3,23,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m4","bivalve B",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m4","Mytilidae",NA,NA,NA,NA,NA,NA,2,1,3,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m4","Leptochelia sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m4","Pontogeneia sp.",NA,NA,NA,NA,NA,NA,2,1,3,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m4","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,3,3,"2019","OR.E.L4.m4.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L5","m4","Harmothoe imbricata",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","Pentidotea resecata",NA,NA,1,NA,1,NA,NA,NA,2,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","Platynereis bicanaliculata",NA,NA,1,NA,3,6,2,NA,12,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","Leptochelia sp.",NA,NA,NA,1,2,NA,1,NA,4,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","Alia thin",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","Megamoera dentata",NA,NA,NA,1,1,NA,NA,NA,2,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","Lacuna vincta",NA,NA,NA,1,5,12,3,7,28,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","bivalve A",NA,NA,NA,NA,1,1,2,NA,4,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","bivalve B",NA,NA,NA,NA,1,1,NA,NA,2,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","Alvania compacta",NA,NA,NA,NA,NA,1,3,NA,4,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","E","L5","m4","Mytilidae",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","OR.E.L5.m4.2019","OR.E.L5.2019","OR.E.2019"
"OR","C","L4","m4","bivalve A",NA,1,NA,NA,NA,NA,NA,1,2,"2019","OR.C.L4.m4.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m4","Pentidotea resecata",NA,NA,4,2,2,1,1,NA,10,"2019","OR.C.L4.m4.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m4","Platynereis bicanaliculata",NA,NA,NA,2,1,5,1,NA,9,"2019","OR.C.L4.m4.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m4","Lacuna vincta",NA,NA,NA,NA,3,8,2,1,14,"2019","OR.C.L4.m4.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m4","bivalve B",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.C.L4.m4.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m4","Alvania compacta",NA,NA,NA,NA,NA,2,2,NA,4,"2019","OR.C.L4.m4.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m4","Mytilidae",NA,NA,NA,NA,NA,NA,1,1,2,"2019","OR.C.L4.m4.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","U2","m16","Pentidotea resecata",NA,NA,2,NA,NA,NA,NA,NA,2,"2019","OR.C.U2.m16.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m16","Pontogeneia sp.",NA,NA,1,1,NA,NA,NA,NA,2,"2019","OR.C.U2.m16.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m16","Platynereis bicanaliculata",NA,NA,NA,1,2,3,2,NA,8,"2019","OR.C.U2.m16.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m16","Lacuna variegata",NA,NA,NA,2,NA,NA,NA,NA,2,"2019","OR.C.U2.m16.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m16","Opheliidae",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.C.U2.m16.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m16","Lacuna vincta",NA,NA,NA,2,NA,15,2,NA,19,"2019","OR.C.U2.m16.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m16","Pentidotea sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.C.U2.m16.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m16","Megamoera sp.",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","OR.C.U2.m16.2019","OR.C.U2.2019","OR.C.2019"
"OR","E","U3","m16","Pentidotea resecata",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","OR.E.U3.m16.2019","OR.E.U3.2019","OR.E.2019"
"OR","E","U3","m16","Pontogeneia sp.",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.E.U3.m16.2019","OR.E.U3.2019","OR.E.2019"
"OR","E","U3","m16","Pentidotea sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.E.U3.m16.2019","OR.E.U3.2019","OR.E.2019"
"OR","E","U3","m16","Lacuna vincta",NA,NA,NA,NA,NA,1,2,3,6,"2019","OR.E.U3.m16.2019","OR.E.U3.2019","OR.E.2019"
"OR","E","U3","m16","bivalve A",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.E.U3.m16.2019","OR.E.U3.2019","OR.E.2019"
"OR","E","U2","m4","Pentidotea resecata",1,NA,1,NA,NA,NA,NA,NA,2,"2019","OR.E.U2.m4.2019","OR.E.U2.2019","OR.E.2019"
"OR","E","U2","m4","Platynereis bicanaliculata",NA,NA,NA,2,1,NA,1,NA,4,"2019","OR.E.U2.m4.2019","OR.E.U2.2019","OR.E.2019"
"OR","E","U2","m4","Photis brevipes",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.E.U2.m4.2019","OR.E.U2.2019","OR.E.2019"
"OR","E","U2","m16","Pentidotea resecata",1,NA,NA,1,NA,1,NA,NA,3,"2019","OR.E.U2.m16.2019","OR.E.U2.2019","OR.E.2019"
"OR","E","U2","m16","Ampithoe lacertosa",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","OR.E.U2.m16.2019","OR.E.U2.2019","OR.E.2019"
"OR","E","U2","m16","Platynereis bicanaliculata",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.E.U2.m16.2019","OR.E.U2.2019","OR.E.2019"
"OR","E","U2","m16","Lacuna vincta",NA,NA,NA,NA,NA,3,NA,NA,3,"2019","OR.E.U2.m16.2019","OR.E.U2.2019","OR.E.2019"
"OR","C","L4","m16","Pentidotea resecata",1,NA,4,NA,3,NA,NA,NA,8,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","Idotea ochotensis",NA,1,NA,1,NA,2,1,NA,5,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","Lacuna vincta",NA,NA,NA,5,17,18,9,4,53,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","Nereis procera",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","Mytilidae",NA,NA,NA,NA,NA,NA,2,3,5,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","Pontogeneia sp.",NA,NA,NA,2,2,NA,NA,NA,4,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","Lacuna variegata",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","Platynereis bicanaliculata",NA,NA,NA,NA,1,NA,NA,1,2,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","Alia thin",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","bivalve A",NA,NA,NA,NA,NA,NA,2,NA,2,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","C","L4","m16","Alvania compacta",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.C.L4.m16.2019","OR.C.L4.2019","OR.C.2019"
"OR","D","L6","m4","Pentidotea resecata",NA,NA,2,1,2,NA,NA,NA,5,"2019","OR.D.L6.m4.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m4","Pugettia sp.",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.D.L6.m4.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m4","Lacuna variegata",NA,NA,NA,1,2,NA,NA,NA,3,"2019","OR.D.L6.m4.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m4","Platynereis bicanaliculata",NA,NA,NA,NA,2,5,2,1,10,"2019","OR.D.L6.m4.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m4","Pontogeneia rostrata",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.D.L6.m4.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m4","Megamoera dentata",NA,NA,NA,NA,1,1,NA,1,3,"2019","OR.D.L6.m4.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m4","Lacuna vincta",NA,NA,NA,NA,NA,11,9,3,23,"2019","OR.D.L6.m4.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m4","Alvania compacta",NA,NA,NA,NA,NA,NA,2,1,3,"2019","OR.D.L6.m4.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Pentidotea resecata",NA,NA,3,3,1,NA,NA,NA,7,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Lacuna vincta",NA,NA,NA,1,7,12,3,4,27,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Platynereis bicanaliculata",NA,NA,NA,4,2,4,NA,NA,10,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Lacuna variegata",NA,NA,NA,2,3,NA,NA,NA,5,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Caprella laeviuscula",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Pugettia sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Caridea",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Photis brevipes",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Ampithoe sp.",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","L6","m16","Mytilidae",NA,NA,NA,NA,NA,NA,1,3,4,"2019","OR.D.L6.m16.2019","OR.D.L6.2019","OR.D.2019"
"OR","D","U2","m4","Pentidotea resecata",NA,NA,5,4,NA,NA,NA,NA,9,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Ampithoe lacertosa",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Caprella laeviuscula",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Pleocyemata",NA,NA,1,NA,1,NA,NA,NA,2,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Lacuna variegata",NA,NA,NA,3,10,NA,NA,NA,13,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Lacuna vincta",NA,NA,NA,2,4,9,NA,5,20,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Pentidotea sp.",NA,NA,NA,NA,NA,2,NA,NA,2,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","bivalve B",NA,NA,NA,NA,NA,2,NA,NA,2,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Pontogeneia sp.",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,2,1,NA,3,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Mytilidae",NA,NA,NA,NA,NA,NA,1,1,2,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","D","U2","m4","Photis brevipes",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.D.U2.m4.2019","OR.D.U2.2019","OR.D.2019"
"OR","C","L5","m4","Pentidotea resecata",NA,NA,4,2,1,NA,NA,NA,7,"2019","OR.C.L5.m4.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m4","Platynereis bicanaliculata",NA,NA,2,2,3,4,2,1,14,"2019","OR.C.L5.m4.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m4","Lacuna vincta",NA,NA,NA,NA,2,5,2,1,10,"2019","OR.C.L5.m4.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m4","Alvania compacta",NA,NA,NA,NA,NA,NA,2,NA,2,"2019","OR.C.L5.m4.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m4","Mytilidae",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.C.L5.m4.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m4","Exogone sp.",NA,NA,NA,NA,NA,NA,NA,2,2,"2019","OR.C.L5.m4.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m4","Crepidula",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","OR.C.L5.m4.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Polynoid A",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Pentidotea resecata",NA,NA,6,1,2,1,NA,NA,10,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Platynereis bicanaliculata",NA,NA,NA,NA,4,3,5,2,14,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Lacuna vincta",NA,NA,NA,1,2,8,5,2,18,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Pleocyemata",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Lacuna variegata",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","bivalve A",NA,NA,NA,NA,1,1,7,1,10,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","bivalve B",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Pontogeneia sp.",NA,NA,NA,NA,1,NA,1,NA,2,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Monocorophium acherusicum",NA,NA,NA,NA,1,NA,1,NA,2,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Alvania compacta",NA,NA,NA,NA,NA,2,3,2,7,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Mytilidae",NA,NA,NA,NA,NA,NA,4,3,7,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Pentidotea sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","C","L5","m16","Exogone sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.C.L5.m16.2019","OR.C.L5.2019","OR.C.2019"
"OR","D","L5","m4","Alia thick",NA,1,NA,NA,NA,NA,NA,NA,1,"2019","OR.D.L5.m4.2019","OR.D.L5.2019","OR.D.2019"
"OR","D","L5","m4","Platynereis bicanaliculata",NA,NA,NA,NA,5,NA,9,2,16,"2019","OR.D.L5.m4.2019","OR.D.L5.2019","OR.D.2019"
"OR","D","L5","m4","Pentidotea resecata",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.D.L5.m4.2019","OR.D.L5.2019","OR.D.2019"
"OR","D","L5","m4","Lacuna vincta",NA,NA,NA,2,5,9,7,5,28,"2019","OR.D.L5.m4.2019","OR.D.L5.2019","OR.D.2019"
"OR","D","L5","m4","Lacuna variegata",NA,NA,NA,NA,2,1,NA,NA,3,"2019","OR.D.L5.m4.2019","OR.D.L5.2019","OR.D.2019"
"OR","D","L5","m4","Pentidotea sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.D.L5.m4.2019","OR.D.L5.2019","OR.D.2019"
"OR","D","L5","m4","Pontogeneia sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.D.L5.m4.2019","OR.D.L5.2019","OR.D.2019"
"OR","D","L5","m4","Alvania compacta",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.D.L5.m4.2019","OR.D.L5.2019","OR.D.2019"
"OR","D","L5","m4","Mytilidae",NA,NA,NA,NA,NA,NA,1,2,3,"2019","OR.D.L5.m4.2019","OR.D.L5.2019","OR.D.2019"
"OR","E","U1","m4","Pentidotea resecata",2,NA,NA,1,NA,NA,NA,NA,3,"2019","OR.E.U1.m4.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m4","Lacuna variegata",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.E.U1.m4.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m4","Platynereis bicanaliculata",NA,NA,NA,NA,2,1,2,2,7,"2019","OR.E.U1.m4.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m4","Lacuna vincta",NA,NA,NA,NA,2,4,2,3,11,"2019","OR.E.U1.m4.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m4","Pontogeneia sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.E.U1.m4.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m4","Mytilidae",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","OR.E.U1.m4.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m16","Pentidotea resecata",NA,NA,2,NA,NA,1,NA,NA,3,"2019","OR.E.U1.m16.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m16","unknown worm A",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","OR.E.U1.m16.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m16","Platynereis bicanaliculata",NA,NA,NA,3,5,6,2,2,18,"2019","OR.E.U1.m16.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m16","Lacuna vincta",NA,NA,NA,1,NA,3,1,2,7,"2019","OR.E.U1.m16.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m16","Pleocyemata",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","OR.E.U1.m16.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m16","Caridea",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","OR.E.U1.m16.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m16","Aoroides sp.",NA,NA,NA,NA,NA,1,1,NA,2,"2019","OR.E.U1.m16.2019","OR.E.U1.2019","OR.E.2019"
"OR","E","U1","m16","Monocorophium acherusicum",NA,NA,NA,NA,1,NA,2,NA,3,"2019","OR.E.U1.m16.2019","OR.E.U1.2019","OR.E.2019"
"OR","C","U2","m4","Ampithoe lacertosa",1,1,NA,NA,NA,NA,NA,NA,2,"2019","OR.C.U2.m4.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m4","Pentidotea resecata",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","OR.C.U2.m4.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m4","Lacuna variegata",NA,NA,NA,1,3,NA,NA,NA,4,"2019","OR.C.U2.m4.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m4","Lacuna vincta",NA,NA,NA,NA,3,3,NA,NA,6,"2019","OR.C.U2.m4.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m4","Platynereis bicanaliculata",NA,NA,NA,NA,2,2,1,1,6,"2019","OR.C.U2.m4.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m4","Alvania compacta",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","OR.C.U2.m4.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m4","Mytilidae",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","OR.C.U2.m4.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U2","m4","Monocorophium sp.",NA,NA,NA,NA,NA,NA,3,NA,3,"2019","OR.C.U2.m4.2019","OR.C.U2.2019","OR.C.2019"
"OR","C","U1","m16","Pentidotea resecata",NA,NA,7,2,1,1,NA,NA,11,"2019","OR.C.U1.m16.2019","OR.C.U1.2019","OR.C.2019"
"OR","C","U1","m16","Platynereis bicanaliculata",NA,NA,1,2,NA,4,NA,1,8,"2019","OR.C.U1.m16.2019","OR.C.U1.2019","OR.C.2019"
"OR","C","U1","m16","Lacuna vincta",NA,NA,NA,6,10,7,1,NA,24,"2019","OR.C.U1.m16.2019","OR.C.U1.2019","OR.C.2019"
"OR","C","U1","m16","Lacuna variegata",NA,NA,NA,5,NA,NA,NA,NA,5,"2019","OR.C.U1.m16.2019","OR.C.U1.2019","OR.C.2019"
"OR","C","U1","m16","Pontogeneia sp.",NA,NA,NA,2,2,4,NA,NA,8,"2019","OR.C.U1.m16.2019","OR.C.U1.2019","OR.C.2019"
"OR","C","U1","m16","Nereis sp.",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.C.U1.m16.2019","OR.C.U1.2019","OR.C.2019"
"OR","E","L4","m16","Ampithoe lacertosa",NA,1,NA,NA,NA,NA,NA,NA,1,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Pentidotea resecata",NA,NA,1,NA,1,1,NA,NA,3,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Platynereis bicanaliculata",NA,NA,1,NA,6,4,6,3,20,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","bivalve A",NA,NA,NA,4,1,NA,NA,NA,5,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Pontogeneia sp.",NA,NA,NA,1,1,1,NA,NA,3,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Megamoera subtener",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Lacuna vincta",NA,NA,NA,NA,3,7,16,5,31,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Lacuna variegata",NA,NA,NA,NA,4,NA,NA,NA,4,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Exogone sp.",NA,NA,NA,NA,NA,NA,1,2,3,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Leptochelia sp.",NA,NA,NA,NA,1,2,NA,1,4,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Nereis procera",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Alvania compacta",NA,NA,NA,NA,NA,1,2,NA,3,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","E","L4","m16","Mytilidae",NA,NA,NA,NA,NA,NA,NA,2,2,"2019","OR.E.L4.m16.2019","OR.E.L4.2019","OR.E.2019"
"OR","D","U3","m4","Pentidotea resecata",NA,1,1,NA,NA,NA,NA,NA,2,"2019","OR.D.U3.m4.2019","OR.D.U3.2019","OR.D.2019"
"OR","D","U3","m4","Platynereis bicanaliculata",NA,1,NA,1,1,2,NA,1,6,"2019","OR.D.U3.m4.2019","OR.D.U3.2019","OR.D.2019"
"OR","D","U3","m4","Polynoid A",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","OR.D.U3.m4.2019","OR.D.U3.2019","OR.D.2019"
"OR","D","U3","m4","Lacuna variegata",NA,NA,1,4,4,NA,NA,NA,9,"2019","OR.D.U3.m4.2019","OR.D.U3.2019","OR.D.2019"
"OR","D","U3","m4","Alia thin",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","OR.D.U3.m4.2019","OR.D.U3.2019","OR.D.2019"
"OR","D","U3","m4","Lacuna vincta",NA,NA,NA,NA,3,6,NA,1,10,"2019","OR.D.U3.m4.2019","OR.D.U3.2019","OR.D.2019"
