"SampleDate","SampleId","Region","SiteCode","TidalHeight","Transect","Blade","BrokenTip","PrevalenceHand","Year","Prevalence","LesionArea","HealthyArea","BladeArea","Severity"
"2021-07-26","BC.D.6.L.3","BC","D","L",6,3,"Y","0",2021,0,0,NA,51.48,0
"2021-07-26","BC.D.6.L.4","BC","D","L",6,4,"N","0",2021,0,0,NA,36.32,0
"2021-07-26","BC.D.6.L.5","BC","D","L",6,5,"Y","0",2021,0,0,NA,36.6,0
"2021-07-26","BC.D.6.L.6","BC","D","L",6,6,"Y","0",2021,0,0,NA,64.08,0
"2021-07-26","BC.D.6.L.7","BC","D","L",6,7,"Y","0",2021,0,0,NA,68,0
"2021-07-26","BC.D.6.L.8","BC","D","L",6,8,"Y","0",2021,0,0,NA,66.7,0
"2021-07-26","BC.D.6.L.9","BC","D","L",6,9,"Y","0",2021,0,0,NA,29.7,0
"2021-07-26","BC.D.6.L.10","BC","D","L",6,10,"N","0",2021,0,0,NA,96.2,0
"2021-07-26","BC.D.6.L.11","BC","D","L",6,11,"Y","0",2021,0,0,NA,39.52,0
"2021-07-26","BC.D.6.L.12","BC","D","L",6,12,"Y","0",2021,0,0,NA,29.48,0
"2021-07-26","BC.D.6.L.13","BC","D","L",6,13,"Y","0",2021,0,0,NA,34.62,0
"2021-07-26","BC.D.6.L.14","BC","D","L",6,14,"Y","0",2021,0,0,NA,41.4,0
"2021-07-26","BC.D.6.L.15","BC","D","L",6,15,"N","0",2021,0,0,NA,46.44,0
"2021-07-25","BC.B.1.U.1","BC","B","U",1,1,"N","0",2021,0,0,NA,52.71,0
"2021-07-25","BC.B.1.U.2","BC","B","U",1,2,"N","0",2021,0,0,NA,37.2,0
"2021-07-25","BC.B.1.U.3","BC","B","U",1,3,"N","0",2021,0,0,NA,55.52,0
"2021-07-25","BC.B.1.U.4","BC","B","U",1,4,"N","0",2021,0,0,NA,37.92,0
"2021-07-25","BC.B.1.U.5","BC","B","U",1,5,"N","0",2021,0,0,NA,50.52,0
"2021-07-25","BC.B.1.U.6","BC","B","U",1,6,"N","0",2021,0,0,NA,29.7,0
"2021-07-25","BC.B.1.U.7","BC","B","U",1,7,"N","0",2021,0,0,NA,54.88,0
"2021-07-25","BC.B.1.U.8","BC","B","U",1,8,"N","0",2021,0,0,NA,40.88,0
"2021-07-25","BC.B.1.U.9","BC","B","U",1,9,"N","0",2021,0,0,NA,58.17,0
"2021-07-25","BC.B.1.U.10","BC","B","U",1,10,"N","1",2021,1,14.5656852288,6.0536332032,37.9,0.384318871472296
"2021-07-25","BC.B.1.U.11","BC","B","U",1,11,"Y","1",2021,1,3.59731776,10.2629084672,34.15,0.105338733821376
"2021-07-25","BC.B.1.U.12","BC","B","U",1,12,"N","0",2021,0,0,NA,35.82,0
"2021-07-25","BC.B.1.U.13","BC","B","U",1,13,"N","0",2021,0,0,NA,31.15,0
"2021-07-25","BC.B.1.U.14","BC","B","U",1,14,"N","0",2021,0,0,NA,26.1,0
"2021-07-25","BC.B.1.U.15","BC","B","U",1,15,"N","0",2021,0,0,NA,31.2,0
"2021-07-25","BC.B.2.U.1","BC","B","U",2,1,"N","0",2021,0,0,NA,44.1,0
"2021-07-25","BC.B.2.U.2","BC","B","U",2,2,"N","0",2021,0,0,NA,28.75,0
"2021-07-25","BC.B.2.U.3","BC","B","U",2,3,"N","0",2021,0,0,NA,51.72,0
"2021-07-25","BC.B.2.U.4","BC","B","U",2,4,"Y","1",2021,1,4.0182992192,8.985294368,33.06,0.121545650913491
"2021-07-25","BC.B.2.U.5","BC","B","U",2,5,"Y","0",2021,0,0,NA,35.64,0
"2021-07-25","BC.B.2.U.6","BC","B","U",2,6,"N","0",2021,0,0,NA,56.84,0
"2021-07-25","BC.B.2.U.7","BC","B","U",2,7,"N","1",2021,0,0,8.153470816,49.56,0
"2021-07-25","BC.B.2.U.8","BC","B","U",2,8,"N","1",2021,1,3.5302433344,11.7689279744,41.25,0.0855816565915152
"2021-07-25","BC.B.2.U.9","BC","B","U",2,9,"N","0",2021,0,0,NA,45.36,0
"2021-07-25","BC.B.2.U.10","BC","B","U",2,10,"Y","0",2021,0,0,NA,23.32,0
"2021-07-25","BC.B.2.U.11","BC","B","U",2,11,"N","0",2021,0,0,NA,67.04,0
"2021-07-25","BC.B.2.U.12","BC","B","U",2,12,"N","0",2021,0,0,NA,29.88,0
"2021-07-25","BC.B.2.U.13","BC","B","U",2,13,"N","0",2021,0,0,NA,24.93,0
"2021-07-25","BC.B.2.U.14","BC","B","U",2,14,"Y","1",2021,1,0.034067552,2.2408359296,47.64,0.000715103946263644
"2021-07-25","BC.B.2.U.15","BC","B","U",2,15,"N","0",2021,0,0,NA,23.76,0
"2021-07-25","BC.B.3.U.1","BC","B","U",3,1,"N","0",2021,0,0,NA,82.92,0
"2021-07-25","BC.B.3.U.2","BC","B","U",3,2,"N","0",2021,0,0,NA,112.96,0
"2021-07-25","BC.B.3.U.3","BC","B","U",3,3,"N","0",2021,0,0,NA,104.72,0
"2021-07-25","BC.B.3.U.4","BC","B","U",3,4,"N","0",2021,0,0,NA,86.32,0
"2021-07-25","BC.B.3.U.5","BC","B","U",3,5,"N","0",2021,0,0,NA,12.8,0
"2021-07-25","BC.B.3.U.6","BC","B","U",3,6,"Y","0",2021,0,0,NA,54.66,0
"2021-07-25","BC.B.3.U.7","BC","B","U",3,7,"N","0",2021,0,0,NA,83.52,0
"2021-07-25","BC.B.3.U.8","BC","B","U",3,8,"N","0",2021,0,0,NA,48,0
"2021-07-25","BC.B.3.U.9","BC","B","U",3,9,"N","1",2021,1,0.067236224,32.5648223936,32.6320586176,0.00206043464152569
"2021-07-25","BC.B.3.U.10","BC","B","U",3,10,"N","0",2021,0,0,NA,78.16,0
"2021-07-25","BC.B.3.U.11","BC","B","U",3,11,"N","0",2021,0,0,NA,49.32,0
"2021-07-25","BC.B.3.U.12","BC","B","U",3,12,"N","0",2021,0,0,NA,75.74,0
"2021-07-25","BC.B.3.U.13","BC","B","U",3,13,"N","0",2021,0,0,NA,78.24,0
"2021-07-25","BC.B.3.U.14","BC","B","U",3,14,"N","0",2021,0,0,NA,70.42,0
"2021-07-25","BC.B.3.U.15","BC","B","U",3,15,"N","0",2021,0,0,NA,68.8,0
"2021-07-25","BC.B.4.L.1","BC","B","L",4,1,"N","0",2021,0,0,NA,86.96,0
"2021-07-25","BC.B.4.L.2","BC","B","L",4,2,"N","0",2021,0,0,NA,33.3,0
"2021-07-25","BC.B.4.L.3","BC","B","L",4,3,"Y","0",2021,0,0,NA,65.44,0
"2021-07-25","BC.B.4.L.4","BC","B","L",4,4,"N","0",2021,0,0,NA,56.58,0
"2021-07-25","BC.B.4.L.5","BC","B","L",4,5,"Y","1",2021,1,0.4925502848,17.5633421632,88.2,0.00558447034920635
"2021-07-25","BC.B.4.L.6","BC","B","L",4,6,"N","0",2021,0,0,NA,39,0
"2021-07-25","BC.B.4.L.7","BC","B","L",4,7,"N","0",2021,0,0,NA,73.28,0
"2021-07-25","BC.B.4.L.8","BC","B","L",4,8,"N","1",2021,1,18.2029132608,14.3781608832,55.08,0.33048135912854
"2021-07-25","BC.B.4.L.9","BC","B","L",4,9,"N","1",2021,1,0.7699446528,9.591229376,24.1,0.0319479109045643
"2021-07-25","BC.B.4.L.10","BC","B","L",4,10,"Y","0",2021,0,0,NA,68.24,0
"2021-07-25","BC.B.4.L.11","BC","B","L",4,11,"Y","0",2021,0,0,NA,62.24,0
"2021-07-25","BC.B.4.L.12","BC","B","L",4,12,"N","0",2021,1,1.1744406528,13.8964510912,37,0.0317416392648649
"2021-07-25","BC.B.4.L.13","BC","B","L",4,13,"N","0",2021,0,0,NA,43.44,0
"2021-07-25","BC.B.4.L.14","BC","B","L",4,14,"N","0",2021,0,0,NA,55.51,0
"2021-07-25","BC.B.4.L.15","BC","B","L",4,15,"Y","1",2021,1,2.2742383104,12.4281126336,76.65,0.0296704280547945
"2021-07-25","BC.B.5.L.1","BC","B","L",5,1,"N","0",2021,0,0,NA,133.8,0
"2021-07-25","BC.B.5.L.2","BC","B","L",5,2,"Y","0",2021,0,0,NA,77,0
"2021-07-25","BC.B.5.L.3","BC","B","L",5,3,"N","0",2021,0,0,NA,113.04,0
"2021-07-25","BC.B.5.L.4","BC","B","L",5,4,"N","0",2021,0,0,NA,51.36,0
"2021-07-25","BC.B.5.L.5","BC","B","L",5,5,"Y","0",2021,0,0,NA,45.72,0
"2021-07-25","BC.B.5.L.6","BC","B","L",5,6,"Y","0",2021,0,0,NA,17.91,0
"2021-07-25","BC.B.5.L.7","BC","B","L",5,7,"Y","0",2021,0,0,NA,65.38,0
"2021-07-25","BC.B.5.L.8","BC","B","L",5,8,"N","1",2021,0,0,6.174676384,52.2,0
"2021-07-25","BC.B.5.L.9","BC","B","L",5,9,"N","0",2021,0,0,NA,60.41,0
"2021-07-25","BC.B.5.L.10","BC","B","L",5,10,"N","1",2021,1,8.7848800832,28.798946656,82.25,0.106807052683283
"2021-07-25","BC.B.5.L.11","BC","B","L",5,11,"Y","0",2021,0,0,NA,63.68,0
"2021-07-25","BC.B.5.L.12","BC","B","L",5,12,"N","0",2021,0,0,NA,87.29,0
"2021-07-25","BC.B.5.L.13","BC","B","L",5,13,"N","1",2021,1,2.5163606272,5.7253442496,55.14,0.0456358474283642
"2021-07-25","BC.B.5.L.14","BC","B","L",5,14,"N","1",2021,1,1.8102724096,7.5426638784,35.4,0.0511376386892655
"2021-07-25","BC.B.6.L.15","BC","B","L",6,15,"Y","0",2021,0,0,NA,12.88,0
"2021-07-25","BC.B.6.L.1","BC","B","L",6,1,"N","0",2021,0,0,NA,91.98,0
"2021-07-25","BC.B.6.L.2","BC","B","L",6,2,"N","0",2021,0,0,NA,111.28,0
"2021-07-25","BC.B.6.L.3","BC","B","L",6,3,"N","0",2021,0,0,NA,104.4,0
"2021-07-25","BC.B.6.L.4","BC","B","L",6,4,"N","0",2021,0,0,NA,26.25,0
"2021-07-25","BC.B.6.L.5","BC","B","L",6,5,"N","0",2021,0,0,NA,97.6,0
"2021-07-25","BC.B.6.L.6","BC","B","L",6,6,"Y","0",2021,0,0,NA,12.36,0
"2021-07-25","BC.B.6.L.7","BC","B","L",6,7,"N","1",2021,0,0,27.8943677568,97.65,0
"2021-07-25","BC.B.6.L.8","BC","B","L",6,8,"Y","0",2021,0,0,NA,51.72,0
"2021-07-25","BC.B.6.L.9","BC","B","L",6,9,"N","0",2021,0,0,NA,93.52,0
"2021-07-25","BC.B.6.L.10","BC","B","L",6,10,"N","0",2021,0,0,NA,107.36,0
"2021-07-25","BC.B.6.L.11","BC","B","L",6,11,"N","0",2021,0,0,NA,112.24,0
"2021-07-25","BC.B.6.L.12","BC","B","L",6,12,"N","0",2021,0,0,NA,64.32,0
"2021-07-20","WA.A.1.U.1","WA","A","U",1,1,"N","0",2021,0,0,37.3473493888,37.3473493888,0
"2021-07-20","WA.A.1.U.2","WA","A","U",1,2,"Y","1",2021,1,0.194517632,27.7186187392,31.5,0.00617516292063492
"2021-07-20","WA.A.1.U.3","WA","A","U",1,3,"N","0",2021,1,0.122787008,29.7391212032,32.55,0.00377225831029186
"2021-07-20","WA.A.1.U.4","WA","A","U",1,4,"Y","0",2021,1,0.183910848,14.5803909056,14.7643017536,0.0124564541601269
"2021-07-20","WA.A.1.U.5","WA","A","U",1,5,"N","1",2021,1,0.4388691712,35.8165567488,36.25542592,0.0121049238855556
"2021-07-20","WA.A.1.U.6","WA","A","U",1,6,"N","0",2021,0,0,30.2012174336,30.2012174336,0
"2021-07-20","WA.A.1.U.7","WA","A","U",1,7,"N","1",2021,0,0,46.1527958464,46.1527958464,0
"2021-07-20","WA.A.1.U.8","WA","A","U",1,8,"N","1",2021,1,0.472990656,52.5181786112,52.9911692672,0.00892583920190581
"2021-07-20","WA.A.1.U.9","WA","A","U",1,9,"N","1",2021,1,0.2453762624,24.7572945344,25.0026707968,0.00981400204778942
"2021-07-20","WA.A.1.U.10","WA","A","U",1,10,"N","0",2021,0,0,33.0709817216,33.0709817216,0
"2021-07-20","WA.A.1.U.11","WA","A","U",1,11,"N","0",2021,0,0,29.14663344,29.14663344,0
"2021-07-20","WA.A.1.U.12","WA","A","U",1,12,"N","1",2021,1,0.025528192,29.037689184,29.063217376,0.000878367720604837
"2021-07-20","WA.A.1.U.13","WA","A","U",1,13,"N","1",2021,1,0.111101568,20.9309061952,21.0420077632,0.00527998892740186
"2021-07-20","WA.A.1.U.14","WA","A","U",1,14,"N","1",2021,1,0.2416009664,38.4105266752,38.6521276416,0.00625065115794487
"2021-07-20","WA.A.1.U.15","WA","A","U",1,15,"N","0",2021,1,0.579597824,31.1317020544,31.7112998784,0.018277327836529
"2021-07-20","WA.A.2.U.1","WA","A","U",2,1,"N","1",2021,1,0.852857344,23.0060785408,27.72,0.0307668594516594
"2021-07-20","WA.A.2.U.2","WA","A","U",2,2,"N","1",2021,1,0.0672002688,22.1584886336,23.35,0.0028779558372591
"2021-07-20","WA.A.2.U.3","WA","A","U",2,3,"N","0",2021,0,0,15.3516299456,18.45,0
"2021-07-20","WA.A.2.U.4","WA","A","U",2,4,"N","1",2021,1,0.480181696,17.67602576,18.156207456,0.0264472466049795
"2021-07-20","WA.A.2.U.5","WA","A","U",2,5,"N","1",2021,1,2.386346624,25.5323987584,27.9187453824,0.085474708526994
"2021-07-20","WA.A.2.U.6","WA","A","U",2,6,"Y","1",2021,1,2.1321972928,17.590452384,19.7226496768,0.108109068900013
"2021-07-20","WA.A.2.U.7","WA","A","U",2,7,"Y","1",2021,1,0.13662976,20.7868876416,20.9235174016,0.00652996135293926
"2021-07-20","WA.A.2.U.8","WA","A","U",2,8,"N","1",2021,1,3.8264063168,16.8757888512,20.702195168,0.184830945981738
"2021-07-20","WA.A.2.U.9","WA","A","U",2,9,"N","1",2021,1,0.648002592,17.388923488,18.03692608,0.0359264427389614
"2021-07-20","WA.A.2.U.10","WA","A","U",2,10,"N","1",2021,1,0.932228448,17.705059584,18.637288032,0.0500195332281915
"2021-07-20","WA.A.2.U.11","WA","A","U",2,11,"N","1",2021,0,0,16.2009457024,16.2102940544,0
"2021-07-20","WA.A.2.U.12","WA","A","U",2,12,"N","0",2021,0,0,16.3495125888,16.3495125888,0
"2021-07-20","WA.A.2.U.13","WA","A","U",2,13,"N","1",2021,0,0,17.6325019904,17.6371761664,0
"2021-07-20","WA.A.2.U.14","WA","A","U",2,14,"N","1",2021,1,0.7325872,16.422717376,17.155304576,0.042703246494666
"2021-07-20","WA.A.2.U.15","WA","A","U",2,15,"N","1",2021,1,0.6006675712,22.7453853632,23.3460529344,0.0257288704385197
"2021-07-20","WA.A.3.U.1","WA","A","U",3,1,"N","0",2021,1,0.0655643072,20.6526129472,20.7181772544,0.00316457892964864
"2021-07-20","WA.A.3.U.2","WA","A","U",3,2,"N","0",2021,0,0,25.9238969536,25.9238969536,0
"2021-07-20","WA.A.3.U.3","WA","A","U",3,3,"N","1",2021,1,0.972947712,17.8705074368,18.8434551488,0.0516331906392422
"2021-07-20","WA.A.3.U.4","WA","A","U",3,4,"N","1",2021,1,0.081258752,18.2026256192,18.2838843712,0.00444428275470804
"2021-07-20","WA.A.3.U.5","WA","A","U",3,5,"N","0",2021,1,0.101753216,20.1648267264,20.2665799424,0.00502073937927339
"2021-07-20","WA.A.3.U.6","WA","A","U",3,6,"N","1",2021,0,0,32.2073737728,32.2073737728,0
"2021-07-20","WA.A.3.U.7","WA","A","U",3,7,"N","1",2021,1,0.4029499264,17.4444203392,17.8473702656,0.0225775517851315
"2021-07-20","WA.A.3.U.8","WA","A","U",3,8,"N","1",2021,1,0.315147328,12.0660977024,12.3812450304,0.0254536056128613
"2021-07-20","WA.A.3.U.9","WA","A","U",3,9,"N","1",2021,1,0.5040379712,17.0956369216,17.5996748928,0.0286390501114428
"2021-07-20","WA.A.3.U.10","WA","A","U",3,10,"N","1",2021,1,0.247731328,23.702386944,23.950118272,0.0103436369368423
"2021-07-20","WA.A.3.U.11","WA","A","U",3,11,"N","0",2021,0,0,19.2429353984,19.2429353984,0
"2021-07-20","WA.A.3.U.12","WA","A","U",3,12,"N","0",2021,1,0.053213696,28.7541284992,28.8073421952,0.0018472268506904
"2021-07-20","WA.A.3.U.13","WA","A","U",3,13,"N","0",2021,0,0,15.707568448,15.707568448,0
"2021-07-20","WA.A.3.U.14","WA","A","U",3,14,"N","0",2021,0,0,15.6726199936,15.6726199936,0
"2021-07-20","WA.A.3.U.15","WA","A","U",3,15,"Y","1",2021,1,1.4462439872,13.1523402496,14.5985842368,0.0990674139177359
"2021-07-20","WA.A.4.L.1","WA","A","L",4,1,"N","1",2021,1,0.9555813504,30.9989914112,31.9545727616,0.0299043694787973
"2021-07-20","WA.A.4.L.2","WA","A","L",4,2,"N","1",2021,1,0.058067648,26.024014208,26.082081856,0.00222634252589933
"2021-07-20","WA.A.4.L.3","WA","A","L",4,3,"N","1",2021,0,0,21.786783776,21.796132128,0
"2021-07-20","WA.A.4.L.4","WA","A","L",4,4,"N","0",2021,1,0.092764416,25.979519648,26.072284064,0.00355797043988512
"2021-07-20","WA.A.4.L.5","WA","A","L",4,5,"N","1",2021,1,2.414211904,33.7618069568,36.1760188608,0.0667351461002255
"2021-07-20","WA.A.4.L.6","WA","A","L",4,6,"N","1",2021,1,1.236499328,19.8946233984,21.1311227264,0.0585155528179858
"2021-07-20","WA.A.4.L.7","WA","A","L",4,7,"N","1",2021,0,0,21.9378135936,21.9378135936,0
"2021-07-20","WA.A.4.L.8","WA","A","L",4,8,"N","1",2021,1,0.191641216,33.0842312128,33.2758724288,0.00575916428367288
"2021-07-20","WA.A.4.L.9","WA","A","L",4,9,"N","0",2021,0,0,18.4122803904,18.4122803904,0
"2021-07-20","WA.A.4.L.10","WA","A","L",4,10,"N","1",2021,1,0.1524860032,30.3934519104,30.5459379136,0.00499202229871974
"2021-07-20","WA.A.4.L.11","WA","A","L",4,11,"N","1",2021,1,1.395241536,28.376562944,29.77180448,0.0468645270372271
"2021-07-20","WA.A.4.L.12","WA","A","L",4,12,"N","1",2021,1,3.85484688,34.9233396928,38.7781865728,0.0994076108423256
"2021-07-20","WA.A.1.U.21","WA","A","U",1,21,"N","1",2021,1,0.5979529536,17.9229660736,18.5209190272,0.0322852744359953
"2021-07-20","WA.A.1.U.22","WA","A","U",1,22,"N","0",2021,1,0.1106161728,11.3933399552,11.503956128,0.00961548979926708
"2021-07-20","WA.A.5.L.1","WA","A","L",5,1,"N","1",2021,0,0,10.7270900992,10.7294271872,0
"2021-07-20","WA.A.5.L.2","WA","A","L",5,2,"N","0",2021,0,0,19.0439593216,19.0439593216,0
"2021-07-20","WA.A.5.L.3","WA","A","L",5,3,"N","0",2021,1,0.125303872,11.169123328,11.2944272,0.0110943095901313
"2021-07-20","WA.A.5.L.4","WA","A","L",5,4,"N","0",2021,1,0.3730352,13.2146865664,13.5877217664,0.0274538444643788
"2021-07-20","WA.A.5.L.5","WA","A","L",5,5,"N","1",2021,1,1.4115472192,28.618631328,30.0301785472,0.0470042899339209
"2021-07-20","WA.A.5.L.6","WA","A","L",5,6,"N","1",2021,1,0.166832128,18.8286236288,18.9954557568,0.00878273888955138
"2021-07-20","WA.A.5.L.7","WA","A","L",5,7,"N","1",2021,1,0.069573312,26.9627865024,27.0323598144,0.00257370471825914
"2021-07-20","WA.A.5.L.8","WA","A","L",5,8,"N","0",2021,0,0,9.252801056,9.252801056,0
"2021-07-20","WA.A.5.L.9","WA","A","L",5,9,"N","0",2021,1,0.076584576,16.4846142528,16.5611988288,0.00462433769388839
"2021-07-20","WA.A.5.L.10","WA","A","L",5,10,"N","1",2021,1,0.8777383424,13.975246912,14.8529852544,0.0590950793639266
"2021-07-20","WA.A.5.L.11","WA","A","L",5,11,"N","0",2021,0,0,10.6135795328,10.6135795328,0
"2021-07-20","WA.A.5.L.12","WA","A","L",5,12,"N","0",2021,0,0,9.6412790144,9.6412790144,0
"2021-07-20","WA.A.2.U.21","WA","A","U",2,21,"N","1",2021,1,0.1630388544,24.568457824,24.7314966784,0.00659235696569852
"2021-07-20","WA.A.2.U.22","WA","A","U",2,22,"N","0",2021,0,0,9.3827970816,9.3827970816,0
"2021-07-20","WA.A.2.U.23","WA","A","U",2,23,"N","0",2021,1,2.9309420608,15.9279558464,18.8588979072,0.155414281111359
"2021-07-20","WA.A.6.L.1","WA","A","L",6,1,"N","0",2021,0,0,32.8244548928,32.8244548928,0
"2021-07-20","WA.A.6.L.2","WA","A","L",6,2,"N","1",2021,1,1.010700672,32.9072597184,33.9179603904,0.0297983917772976
"2021-07-20","WA.A.6.L.3","WA","A","L",6,3,"N","1",2021,1,1.11730784,27.3602712384,28.4775790784,0.0392346497194865
"2021-07-20","WA.A.6.L.4","WA","A","L",6,4,"N","1",2021,0,0,30.4144677248,30.4259733888,0
"2021-07-20","WA.A.6.L.5","WA","A","L",6,5,"N","0",2021,0,0,41.2315716672,41.2315716672,0
"2021-07-20","WA.A.6.L.6","WA","A","L",6,6,"N","1",2021,1,2.495650432,32.6195102528,35.1151606848,0.0710704545652349
"2021-07-20","WA.A.6.L.7","WA","A","L",6,7,"N","0",2021,0,0,15.0514939136,15.0514939136,0
"2021-07-20","WA.A.6.L.8","WA","A","L",6,8,"N","1",2021,1,0.282787648,35.2651118464,35.5478994944,0.00795511554893837
"2021-07-20","WA.A.6.L.9","WA","A","L",6,9,"N","1",2021,1,1.217443072,17.9089795008,19.1264225728,0.0636524194404941
"2021-07-20","WA.A.6.L.10","WA","A","L",6,10,"N","1",2021,1,0.6441553856,19.0804178944,19.72457328,0.0326575067787728
"2021-07-20","WA.A.6.L.11","WA","A","L",6,11,"N","0",2021,0,0,10.1403012352,10.1403012352,0
"2021-07-20","WA.A.6.L.12","WA","A","L",6,12,"N","1",2021,0,0,32.7057128448,32.7057128448,0
"2021-07-20","WA.A.3.U.21","WA","A","U",3,21,"N","1",2021,1,0.08809024,17.0710255872,17.1591158272,0.0051337283859558
"2021-07-20","WA.A.3.U.22","WA","A","U",3,22,"N","0",2021,0,0,21.9600159296,21.9600159296,0
"2021-07-20","WA.A.3.U.23","WA","A","U",3,23,"N","0",2021,0,0,9.1400095936,9.1400095936,0
"2021-07-23","WA.B.1.U.1","WA","B","U",1,1,"N","1",2021,1,0.182832192,25.8403550464,26.0231872384,0.00702574170969387
"2021-07-23","WA.B.1.U.2","WA","B","U",1,2,"N","1",2021,0,0,42.3129422848,42.3129422848,0
"2021-07-23","WA.B.1.U.3","WA","B","U",1,3,"N","0",2021,0,0,40.1637921152,40.1637921152,0
"2021-07-23","WA.B.1.U.4","WA","B","U",1,4,"N","1",2021,1,0.42157472,28.4129136512,28.8344883712,0.0146205028704817
"2021-07-23","WA.B.1.U.5","WA","B","U",1,5,"N","1",2021,0,0,28.4521407744,28.4521407744,0
"2021-07-23","WA.B.1.U.6","WA","B","U",1,6,"N","1",2021,0,0,20.5629047232,20.5629047232,0
"2021-07-23","WA.B.1.U.7","WA","B","U",1,7,"N","0",2021,0,0,46.023285216,46.023285216,0
"2021-07-23","WA.B.1.U.8","WA","B","U",1,8,"N","1",2021,1,3.1554643072,60.9491157056,64.1045800128,0.0492236951957245
"2021-07-23","WA.B.1.U.9","WA","B","U",1,9,"N","0",2021,0,0,28.6373100544,28.6373100544,0
"2021-07-23","WA.B.1.U.10","WA","B","U",1,10,"Y","1",2021,0,0,38.0760354496,38.0760354496,0
"2021-07-23","WA.B.1.U.11","WA","B","U",1,11,"N","0",2021,0,0,25.8608495104,25.8608495104,0
"2021-07-23","WA.B.1.U.12","WA","B","U",1,12,"N","0",2021,0,0,29.5257990016,29.5257990016,0
"2021-07-23","WA.B.1.U.13","WA","B","U",1,13,"N","1",2021,1,1.3476188736,46.9856620992,48.3332809728,0.0278818000035707
"2021-07-23","WA.B.1.U.14","WA","B","U",1,14,"N","0",2021,0,0,28.5589097408,28.5589097408,0
"2021-07-23","WA.B.1.U.15","WA","B","U",1,15,"N","0",2021,0,0,21.7527701568,21.7527701568,0
"2021-07-23","WA.B.2.U.1","WA","B","U",2,1,"N","1",2021,0,0,52.4502951936,52.4502951936,0
"2021-07-23","WA.B.2.U.2","WA","B","U",2,2,"N","0",2021,0,0,43.4776031232,43.4776031232,0
"2021-07-23","WA.B.2.U.3","WA","B","U",2,3,"N","0",2021,0,0,36.0798387008,36.0798387008,0
"2021-07-23","WA.B.2.U.4","WA","B","U",2,4,"N","0",2021,0,0,28.5753592448,28.5753592448,0
"2021-07-23","WA.B.2.U.5","WA","B","U",2,5,"Y","1",2021,0,0,41.9642667328,41.9642667328,0
"2021-07-23","WA.B.2.U.6","WA","B","U",2,6,"Y","1",2021,0,0,27.05359136,27.062939712,0
"2021-07-23","WA.B.2.U.7","WA","B","U",2,7,"N","0",2021,0,0,62.7794690944,62.7794690944,0
"2021-07-23","WA.B.2.U.8","WA","B","U",2,8,"N","1",2021,1,2.2879372416,54.5961015296,56.8840387712,0.0402210759120424
"2021-07-23","WA.B.2.U.9","WA","B","U",2,9,"N","1",2021,1,0.074247488,57.5119244288,57.5861719168,0.00128932841910853
"2021-07-23","WA.B.2.U.10","WA","B","U",2,10,"N","0",2021,0,0,27.5785193024,27.5785193024,0
"2021-07-23","WA.B.2.U.11","WA","B","U",2,11,"N","1",2021,1,0.25977632,54.1077040704,54.3674803904,0.00477815631945067
"2021-07-23","WA.B.2.U.12","WA","B","U",2,12,"N","0",2021,0,0,59.54990112,59.54990112,0
"2021-07-23","WA.B.2.U.13","WA","B","U",2,13,"N","0",2021,0,0,37.710353088,37.710353088,0
"2021-07-23","WA.B.2.U.14","WA","B","U",2,14,"N","1",2021,0,0,41.2170996992,41.2170996992,0
"2021-07-23","WA.B.2.U.15","WA","B","U",2,15,"N","1",2021,0,0,48.5319514304,48.5319514304,0
"2021-07-23","WA.B.3.U.1","WA","B","U",3,1,"N","0",2021,0,0,29.8486407424,29.8486407424,0
"2021-07-23","WA.B.3.U.2","WA","B","U",3,2,"N","0",2021,0,0,30.3793394944,30.3793394944,0
"2021-07-23","WA.B.3.U.3","WA","B","U",3,3,"N","0",2021,0,0,16.2418267648,16.2418267648,0
"2021-07-23","WA.B.3.U.4","WA","B","U",3,4,"N","0",2021,0,0,17.1426663232,17.1426663232,0
"2021-07-23","WA.B.3.U.5","WA","B","U",3,5,"N","0",2021,0,0,23.4922467776,23.4922467776,0
"2021-07-23","WA.B.3.U.6","WA","B","U",3,6,"N","1",2021,1,1.599287296,14.002123424,15.60141072,0.102509146429292
"2021-07-23","WA.B.3.U.7","WA","B","U",3,7,"N","0",2021,0,0,12.1035270656,12.1035270656,0
"2021-07-23","WA.B.3.U.8","WA","B","U",3,8,"N","0",2021,0,0,26.1921227456,26.1921227456,0
"2021-07-23","WA.B.3.U.9","WA","B","U",3,9,"N","0",2021,0,0,20.63109376,20.63109376,0
"2021-07-23","WA.B.3.U.10","WA","B","U",3,10,"N","1",2021,1,3.1069607424,8.88722656,11.9941873024,0.25903887141885
"2021-07-23","WA.B.3.U.11","WA","B","U",3,11,"N","0",2021,0,0,28.7308475072,28.7308475072,0
"2021-07-23","WA.B.3.U.12","WA","B","U",3,12,"N","0",2021,0,0,21.7096418944,21.7096418944,0
"2021-07-23","WA.B.3.U.13","WA","B","U",3,13,"N","0",2021,0,0,29.436162688,29.436162688,0
"2021-07-23","WA.B.3.U.14","WA","B","U",3,14,"N","0",2021,0,0,11.8210450368,11.8210450368,0
"2021-07-23","WA.B.3.U.15","WA","B","U",3,15,"Y","0",2021,0,0,20.3381667456,20.3381667456,0
"2021-07-23","WA.B.4.L.1","WA","B","L",4,1,"N","0",2021,0,0,47.0788579776,47.0788579776,0
