"SampleDate","SampleId","Region","SiteCode","TidalHeight","Transect","Blade","BrokenTip","Location","Year","Prevalence","LesionArea","HealthyArea","BladeArea","Severity"
"2019-08-03","BC.E.5.L.2","BC","E","L",5,2,"N","British Columbia",2019,0,0,21.73119704,21.73119704,0
"2019-08-03","BC.E.5.L.3","BC","E","L",5,3,"Y","British Columbia",2019,1,0.104989184,18.95960842,19.064597604,0.00550702334141959
"2019-08-03","BC.E.5.L.4","BC","E","L",5,4,"N","British Columbia",2019,1,1.0382064,22.32107805,23.35928445,0.0444451285407418
"2019-08-03","BC.E.5.L.5","BC","E","L",5,5,"N","British Columbia",2019,0,0,20.7971169,20.7971169,0
"2019-08-03","BC.E.5.L.6","BC","E","L",5,6,"N","British Columbia",2019,0,0,19.85859629,19.85859629,0
"2019-08-03","BC.E.5.L.7","BC","E","L",5,7,"Y","British Columbia",2019,0,0,12.61331787,12.61331787,0
"2019-08-03","BC.E.5.L.8","BC","E","L",5,8,"N","British Columbia",2019,0,0,26.3521953,26.3521953,0
"2019-08-03","BC.E.5.L.9","BC","E","L",5,9,"N","British Columbia",2019,1,0.255102144,16.48515358,16.740255724,0.0152388439105066
"2019-08-03","BC.E.5.L.10","BC","E","L",5,10,"N","British Columbia",2019,1,0.041887808,23.5651819,23.607069708,0.00177437557977833
"2019-08-03","BC.E.5.L.11","BC","E","L",5,11,"N","British Columbia",2019,1,0.750744576,24.85219828,25.602942856,0.0293225892125938
"2019-08-03","BC.E.5.L.12","BC","E","L",5,12,"Y","British Columbia",2019,1,13.56336212,15.27837123,28.84173335,0.470268619274923
"2019-08-03","BC.E.5.L.13","BC","E","L",5,13,"Y","British Columbia",2019,0,0,17.1146752,17.117012288,0
"2019-08-03","BC.E.5.L.14","BC","E","L",5,14,"Y","British Columbia",2019,0,0,10.06404026,10.06404026,0
"2019-08-03","BC.E.5.L.15","BC","E","L",5,15,"Y","British Columbia",2019,1,3.499699392,9.123020762,12.622720154,0.277253979277278
"2019-08-03","BC.E.6.L.1","BC","E","L",6,1,"N","British Columbia",2019,0,0,10.90375597,10.90375597,0
"2019-08-03","BC.E.6.L.2","BC","E","L",6,2,"N","British Columbia",2019,0,0,21.0375673,21.0375673,0
"2019-08-03","BC.E.6.L.3","BC","E","L",6,3,"N","British Columbia",2019,0,0,12.88269423,12.88269423,0
"2019-08-03","BC.E.6.L.4","BC","E","L",6,4,"N","British Columbia",2019,0,0,5.749596032,5.749596032,0
"2019-08-03","BC.E.6.L.5","BC","E","L",6,5,"N","British Columbia",2019,0,0,14.70319589,14.70319589,0
"2019-08-03","BC.E.6.L.6","BC","E","L",6,6,"N","British Columbia",2019,0,0,15.56617462,15.56617462,0
"2019-08-03","BC.E.6.L.7","BC","E","L",6,7,"N","British Columbia",2019,1,0.067416,7.41755776,7.48497376,0.00900684520235379
"2019-08-03","BC.E.6.L.8","BC","E","L",6,8,"N","British Columbia",2019,0,0,23.84135379,23.84135379,0
"2019-08-03","BC.E.6.L.9","BC","E","L",6,9,"N","British Columbia",2019,1,0.082427296,8.573553395,8.655980691,0.00952258316445914
"2019-08-03","BC.E.6.L.10","BC","E","L",6,10,"N","British Columbia",2019,0,0,5.922666387,5.922666387,0
"2019-08-03","BC.E.6.L.11","BC","E","L",6,11,"N","British Columbia",2019,1,1.111195456,2.702878227,3.814073683,0.291340846652437
"2019-08-03","BC.E.6.L.12","BC","E","L",6,12,"N","British Columbia",2019,0,0,13.79649564,13.8140238,0
"2019-08-03","BC.E.6.L.13","BC","E","L",6,13,"N","British Columbia",2019,0,0,16.70521738,16.70521738,0
"2019-08-03","BC.E.6.L.14","BC","E","L",6,14,"Y","British Columbia",2019,0,0,14.94607327,14.960095798,0
"2019-08-03","BC.E.6.L.15","BC","E","L",6,15,"N","British Columbia",2019,1,10.97277198,7.919330554,18.892102534,0.580812641697893
"2019-07-14","WA.A.1.U.1","WA","A","U",1,1,"N","Washington",2019,0,0,44.36364712,44.36364712,0
"2019-07-14","WA.A.1.U.2","WA","A","U",1,2,"N","Washington",2019,1,5.404426112,41.50950536,46.913931472,0.115198746777928
"2019-07-14","WA.A.1.U.3","WA","A","U",1,3,"N","Washington",2019,0,0,50.47056593,50.47056593,0
"2019-07-14","WA.A.1.U.4","WA","A","U",1,4,"N","Washington",2019,0,0,38.27470591,38.27470591,0
"2019-07-14","WA.A.1.U.5","WA","A","U",1,5,"N","Washington",2019,0,0,22.91318828,22.91318828,0
"2019-07-14","WA.A.1.U.6","WA","A","U",1,6,"N","Washington",2019,1,0.0817261696,34.68533425,34.7670604196,0.00235067815954687
"2019-07-14","WA.A.1.U.7","WA","A","U",1,7,"N","Washington",2019,0,0,28.53368717,28.53368717,0
"2019-07-14","WA.A.1.U.8","WA","A","U",1,8,"N","Washington",2019,1,0.02157312,28.9209786,28.94255172,0.000745377263508264
"2019-07-14","WA.A.1.U.9","WA","A","U",1,9,"N","Washington",2019,0,0,29.93313546,29.93313546,0
"2019-07-14","WA.A.1.U.10","WA","A","U",1,10,"N","Washington",2019,0,0,29.22043149,29.22043149,0
"2019-07-14","WA.A.1.U.11","WA","A","U",1,11,"N","Washington",2019,0,0,46.93591808,46.93591808,0
"2019-07-14","WA.A.1.U.12","WA","A","U",1,12,"N","Washington",2019,0,0,33.25266335,33.25266335,0
"2019-07-14","WA.A.1.U.13","WA","A","U",1,13,"N","Washington",2019,1,0.027325952,43.10796569,43.135291642,0.000633494082450882
"2019-07-14","WA.A.1.U.14","WA","A","U",1,14,"N","Washington",2019,0,0,35.33768742,35.33768742,0
"2019-07-14","WA.A.1.U.15","WA","A","U",1,15,"N","Washington",2019,0,0,26.74903284,26.74903284,0
"2019-07-14","WA.A.2.U.1","WA","A","U",2,1,"N","Washington",2019,1,0.039370944,40.4284943,40.467865244,0.000972894017577005
"2019-07-14","WA.A.2.U.2","WA","A","U",2,2,"N","Washington",2019,0,0,39.20504671,39.20504671,0
"2019-07-14","WA.A.2.U.3","WA","A","U",2,3,"N","Washington",2019,0,0,41.81956503,41.81956503,0
"2019-07-14","WA.A.2.U.4","WA","A","U",2,4,"N","Washington",2019,0,0,25.84756406,25.852238236,0
"2019-07-14","WA.A.2.U.5","WA","A","U",2,5,"N","Washington",2019,0,0,31.2236395,31.2236395,0
"2019-07-14","WA.A.2.U.6","WA","A","U",2,6,"N","Washington",2019,1,0.869936064,40.71485949,41.584795554,0.0209195705403996
"2019-07-14","WA.A.2.U.7","WA","A","U",2,7,"N","Washington",2019,0,0,42.29428154,42.29428154,0
"2019-07-14","WA.A.2.U.8","WA","A","U",2,8,"N","Washington",2019,0,0,49.11458747,49.11458747,0
"2019-07-14","WA.A.2.U.9","WA","A","U",2,9,"N","Washington",2019,0,0,27.49614594,27.49614594,0
"2019-07-14","WA.A.2.U.10","WA","A","U",2,10,"N","Washington",2019,0,0,34.14007364,34.14007364,0
"2019-07-14","WA.A.2.U.11","WA","A","U",2,11,"N","Washington",2019,1,0.0269664,66.75526927,66.78223567,0.000403796005471465
"2019-07-14","WA.A.2.U.12","WA","A","U",2,12,"N","Washington",2019,0,0,42.33688845,42.33688845,0
"2019-07-14","WA.A.2.U.13","WA","A","U",2,13,"N","Washington",2019,1,0.48809184,34.16754341,34.65563525,0.0140840540500552
"2019-07-14","WA.A.2.U.14","WA","A","U",2,14,"N","Washington",2019,1,6.471055098,27.30903508,33.780090178,0.191564174752097
"2019-07-14","WA.A.2.U.15","WA","A","U",2,15,"Y","Washington",2019,0,0,45.23149778,45.23149778,0
"2019-07-14","WA.A.3.U.1","WA","A","U",3,1,"Y","Washington",2019,0,0,18.19457165,18.19457165,0
"2019-07-14","WA.A.3.U.2","WA","A","U",3,2,"N","Washington",2019,0,0,24.50596769,24.50596769,0
"2019-07-14","WA.A.3.U.3","WA","A","U",3,3,"N","Washington",2019,0,0,41.10723859,41.10723859,0
"2019-07-14","WA.A.3.U.4","WA","A","U",3,4,"N","Washington",2019,0,0,41.51879978,41.51879978,0
"2019-07-14","WA.A.3.U.5","WA","A","U",3,5,"N","Washington",2019,0,0,32.76347487,32.76347487,0
"2019-07-14","WA.A.3.U.6","WA","A","U",3,6,"N","Washington",2019,0,0,54.12018052,54.12018052,0
"2019-07-14","WA.A.3.U.7","WA","A","U",3,7,"N","Washington",2019,0,0,24.65881324,24.65881324,0
"2019-07-14","WA.A.3.U.8","WA","A","U",3,8,"N","Washington",2019,0,0,46.57516158,46.57516158,0
"2019-07-14","WA.A.3.U.9","WA","A","U",3,9,"N","Washington",2019,0,0,49.16192249,49.16192249,0
"2019-07-14","WA.A.3.U.10","WA","A","U",3,10,"N","Washington",2019,0,0,21.73031613,21.73031613,0
"2019-07-14","WA.A.3.U.11","WA","A","U",3,11,"N","Washington",2019,1,0.0650429568,59.90596547,59.9710084268,0.00108457333812205
"2019-07-14","WA.A.3.U.12","WA","A","U",3,12,"N","Washington",2019,0,0,44.51956684,44.51956684,0
"2019-07-14","WA.A.3.U.13","WA","A","U",3,13,"N","Washington",2019,0,0,17.09957402,17.09957402,0
"2019-07-14","WA.A.3.U.14","WA","A","U",3,14,"N","Washington",2019,1,0.059146304,39.51578952,39.574935824,0.00149453947981215
"2019-07-14","WA.A.3.U.15","WA","A","U",3,15,"N","Washington",2019,0,0,14.43083525,14.43083525,0
"2019-07-14","WA.A.4.L.1","WA","A","L",4,1,"Y","Washington",2019,1,3.67507088,21.77258147,25.44765235,0.14441689274335
"2019-07-14","WA.A.4.L.2","WA","A","L",4,2,"Y","Washington",2019,1,0.3280732224,41.97589824,42.3039714624,0.00775514002725709
"2019-07-14","WA.A.4.L.3","WA","A","L",4,3,"Y","Washington",2019,1,2.208386362,20.37304329,22.581429652,0.0977965698378361
"2019-07-14","WA.A.4.L.4","WA","A","L",4,4,"N","Washington",2019,1,6.499172064,43.99163664,50.490808704,0.12871990429191
"2019-07-14","WA.A.4.L.5","WA","A","L",4,5,"Y","Washington",2019,1,9.427795014,29.44207732,38.869872334,0.242547619734613
"2019-07-14","WA.A.4.L.6","WA","A","L",4,6,"N","Washington",2019,1,4.255837248,33.28991293,37.545750178,0.113350704882006
"2019-07-14","WA.A.4.L.7","WA","A","L",4,7,"N","Washington",2019,1,0.490608704,45.41501312,45.905621824,0.0106873338058892
"2019-07-14","WA.A.4.L.8","WA","A","L",4,8,"N","Washington",2019,1,6.608368006,53.68616531,60.294533316,0.109601445480404
"2019-07-14","WA.A.4.L.9","WA","A","L",4,9,"Y","Washington",2019,1,4.327388096,27.15250412,31.479892216,0.137465149699609
"2019-07-14","WA.A.4.L.10","WA","A","L",4,10,"Y","Washington",2019,1,2.814896653,16.18854116,19.003437813,0.148125653931646
"2019-07-14","WA.A.4.L.11","WA","A","L",4,11,"Y","Washington",2019,1,1.04989184,17.26849155,18.31838339,0.0573135640655461
"2019-07-14","WA.A.4.L.12","WA","A","L",4,12,"Y","Washington",2019,0,0,28.03482675,28.03482675,0
"2019-07-14","WA.A.4.L.13","WA","A","L",4,13,"Y","Washington",2019,1,3.651735955,59.92948017,63.581216125,0.0574341948386254
"2019-07-14","WA.A.4.L.14","WA","A","L",4,14,"N","Washington",2019,1,4.814509146,40.87721519,45.691724336,0.105369390539869
"2019-07-14","WA.A.4.L.15","WA","A","L",4,15,"N","Washington",2019,1,7.902395654,48.87377752,56.776173174,0.139185070289641
"2019-07-14","WA.A.5.L.1","WA","A","L",5,1,"Y","Washington",2019,1,14.52338394,23.98017682,38.50356076,0.377195865871393
"2019-07-14","WA.A.5.L.2","WA","A","L",5,2,"Y","Washington",2019,1,7.19193888,15.86127693,23.05321581,0.311971177438954
"2019-07-14","WA.A.5.L.3","WA","A","L",5,3,"N","Washington",2019,0,0,46.95723951,46.95723951,0
"2019-07-14","WA.A.5.L.4","WA","A","L",5,4,"N","Washington",2019,1,8.692870726,58.4263191,67.119189826,0.129513940030197
"2019-07-14","WA.A.5.L.5","WA","A","L",5,5,"Y","Washington",2019,1,1.111375232,30.65216755,31.763542782,0.034989019947416
"2019-07-14","WA.A.5.L.6","WA","A","L",5,6,"N","Washington",2019,1,6.331512966,48.54498519,54.876498156,0.115377496355564
"2019-07-14","WA.A.5.L.7","WA","A","L",5,7,"N","Washington",2019,1,1.251726355,54.68334682,55.935073175,0.0223782017962829
"2019-07-14","WA.A.5.L.8","WA","A","L",5,8,"N","Washington",2019,1,10.52906684,51.43051583,61.95958267,0.169934437681389
"2019-07-14","WA.A.5.L.9","WA","A","L",5,9,"N","Washington",2019,1,0.302383232,38.07653882,38.378922052,0.00787888809358162
"2019-07-14","WA.A.5.L.10","WA","A","L",5,10,"N","Washington",2019,0,0,10.2054161,10.2054161,0
"2019-07-14","WA.A.5.L.11","WA","A","L",5,11,"N","Washington",2019,1,4.539973216,67.15920796,71.699181176,0.0633197358956684
"2019-07-14","WA.A.5.L.12","WA","A","L",5,12,"Y","Washington",2019,1,12.90849208,63.7613337,76.66982578,0.168364698219613
"2019-07-14","WA.A.5.L.13","WA","A","L",5,13,"N","Washington",2019,1,33.28888821,44.21686001,77.50574822,0.429502184992906
"2019-07-14","WA.A.5.L.14","WA","A","L",5,14,"N","Washington",2019,1,8.016103974,55.15628355,63.172387524,0.126892528336919
"2019-07-14","WA.A.5.L.15","WA","A","L",5,15,"Y","Washington",2019,1,1.295825408,25.26444263,26.560268038,0.0487881148694001
"2019-07-14","WA.A.6.L.1","WA","A","L",6,1,"N","Washington",2019,1,1.455250765,51.89656714,53.351817905,0.0272764981990167
"2019-07-14","WA.A.6.L.2","WA","A","L",6,2,"N","Washington",2019,1,8.083340198,35.71394061,43.797280808,0.184562604090332
"2019-07-14","WA.A.6.L.3","WA","A","L",6,3,"N","Washington",2019,0,0,48.5035648,48.5035648,0
"2019-07-14","WA.A.6.L.4","WA","A","L",6,4,"Y","Washington",2019,1,1.762344128,34.05590252,35.818246648,0.0492024119806659
"2019-07-14","WA.A.6.L.5","WA","A","L",6,5,"N","Washington",2019,1,6.19642928,55.85821894,62.05464822,0.0998543937922593
"2019-07-14","WA.A.6.L.6","WA","A","L",6,6,"N","Washington",2019,0,0,30.58016726,30.58016726,0
"2019-07-14","WA.A.6.L.7","WA","A","L",6,7,"N","Washington",2019,1,2.665772461,57.26800435,59.933776811,0.0444786329652887
"2019-07-14","WA.A.6.L.8","WA","A","L",6,8,"N","Washington",2019,1,1.721175424,53.87796832,55.599143744,0.0309568692626807
"2019-07-14","WA.A.6.L.9","WA","A","L",6,9,"N","Washington",2019,1,6.451926931,39.773031,46.224957931,0.139576696654452
"2019-07-14","WA.A.6.L.10","WA","A","L",6,10,"N","Washington",2019,1,1.935468416,37.65570118,39.591169596,0.0488863662213087
"2019-07-14","WA.A.6.L.11","WA","A","L",6,11,"N","Washington",2019,1,3.093387654,47.91636245,51.009750104,0.0606430662313209
"2019-07-14","WA.A.6.L.12","WA","A","L",6,12,"N","Washington",2019,1,7.757675974,63.65625462,71.413930594,0.10862972965462
"2019-07-14","WA.A.6.L.13","WA","A","L",6,13,"N","Washington",2019,1,0.376990272,64.03295725,64.409947522,0.00585298213247627
"2019-07-14","WA.A.6.L.14","WA","A","L",6,14,"N","Washington",2019,1,0.13303424,48.86904941,49.00208365,0.00271486904414523
"2019-07-14","WA.A.6.L.15","WA","A","L",6,15,"Y","Washington",2019,1,0.6144923456,34.24317517,34.8576675156,0.017628613427017
"2019-07-15","WA.B.1.U.1","WA","B","U",1,1,"N","Washington",2019,1,0.3759295936,60.06494138,60.4408709736,0.00621979113709666
"2019-07-15","WA.B.1.U.2","WA","B","U",1,2,"Y","Washington",2019,0,0,39.01985945,39.01985945,0
"2019-07-15","WA.B.1.U.3","WA","B","U",1,3,"N","Washington",2019,1,3.41027881,28.27712884,31.68740765,0.107622524621385
"2019-07-15","WA.B.1.U.4","WA","B","U",1,4,"Y","Washington",2019,1,0.128180288,57.80632561,57.934505898,0.00221250334344225
"2019-07-15","WA.B.1.U.5","WA","B","U",1,5,"N","Washington",2019,1,0.3290440128,39.93004736,40.2590913728,0.00817316043606265
"2019-07-15","WA.B.1.U.6","WA","B","U",1,6,"N","Washington",2019,1,1.746308109,51.48056547,53.226873579,0.0328087672932378
"2019-07-15","WA.B.1.U.7","WA","B","U",1,7,"Y","Washington",2019,1,7.48804793,46.78826805,54.27631598,0.13796160986238
"2019-07-15","WA.B.1.U.8","WA","B","U",1,8,"N","Washington",2019,1,1.486208192,39.76339501,41.249603202,0.0360296360845464
"2019-07-15","WA.B.1.U.9","WA","B","U",1,9,"N","Washington",2019,0,0,62.80575235,62.80575235,0
"2019-07-15","WA.B.1.U.10","WA","B","U",1,10,"Y","Washington",2019,1,0.317484416,21.90876179,22.226246206,0.0142842121452922
"2019-07-15","WA.B.1.U.11","WA","B","U",1,11,"N","Washington",2019,1,3.897435814,45.66267254,49.560108354,0.0786405829898763
"2019-07-15","WA.B.1.U.12","WA","B","U",1,12,"Y","Washington",2019,1,0.5445055488,55.89061457,56.4351201188,0.00964834570483374
"2019-07-15","WA.B.1.U.13","WA","B","U",1,13,"N","Washington",2019,0,0,20.74354365,20.74354365,0
"2019-07-15","WA.B.1.U.14","WA","B","U",1,14,"Y","Washington",2019,1,2.678087117,19.95966636,22.637753477,0.118301805862536
"2019-07-15","WA.B.1.U.15","WA","B","U",1,15,"N","Washington",2019,0,0,45.08550169,45.102760186,0
"2019-07-15","WA.B.2.U.1","WA","B","U",2,1,"Y","Washington",2019,0,0,23.14943192,23.14943192,0
"2019-07-15","WA.B.2.U.2","WA","B","U",2,2,"Y","Washington",2019,0,0,47.59434768,47.59434768,0
"2019-07-15","WA.B.2.U.3","WA","B","U",2,3,"N","Washington",2019,0,0,38.94956703,38.94956703,0
"2019-07-15","WA.B.2.U.4","WA","B","U",2,4,"Y","Washington",2019,1,0.6357238912,56.71244258,57.3481664712,0.0110853394331144
"2019-07-15","WA.B.2.U.5","WA","B","U",2,5,"N","Washington",2019,0,0,53.95448099,53.959334942,0
"2019-07-15","WA.B.2.U.6","WA","B","U",2,6,"Y","Washington",2019,1,0.0539328,38.3752726,38.4292054,0.00140343260909579
"2019-07-15","WA.B.2.U.7","WA","B","U",2,7,"Y","Washington",2019,1,8.47007433,49.23372502,57.70379935,0.146785383725344
"2019-07-15","WA.B.2.U.8","WA","B","U",2,8,"N","Washington",2019,1,0.246113344,44.46536438,44.711477724,0.0055044779669157
"2019-07-15","WA.B.2.U.9","WA","B","U",2,9,"N","Washington",2019,0,0,37.17187004,37.17187004,0
"2019-07-15","WA.B.2.U.10","WA","B","U",2,10,"Y","Washington",2019,1,0.2786528,45.229718,45.5083708,0.0061231108717256
"2019-07-15","WA.B.2.U.11","WA","B","U",2,11,"Y","Washington",2019,1,0.4254938368,69.71324964,70.1387434768,0.00606645935909505
"2019-07-15","WA.B.2.U.12","WA","B","U",2,12,"Y","Washington",2019,0,0,33.92344356,33.92344356,0
"2019-07-15","WA.B.2.U.13","WA","B","U",2,13,"N","Washington",2019,1,2.774231322,38.2478294,41.022060722,0.0676277903443351
"2019-07-15","WA.B.2.U.14","WA","B","U",2,14,"N","Washington",2019,1,0.098517248,47.81689239,47.915409638,0.00205606607027459
"2019-07-15","WA.B.2.U.15","WA","B","U",2,15,"N","Washington",2019,1,4.87649591,16.00017187,20.87666778,0.233585932457656
"2019-07-15","WA.B.3.U.1","WA","B","U",3,1,"Y","Washington",2019,0,0,45.38162872,45.38162872,0
"2019-07-15","WA.B.3.U.2","WA","B","U",3,2,"Y","Washington",2019,0,0,68.42004896,68.42004896,0
"2019-07-15","WA.B.3.U.3","WA","B","U",3,3,"Y","Washington",2019,0,0,70.70054348,70.70054348,0
"2019-07-15","WA.B.3.U.4","WA","B","U",3,4,"N","Washington",2019,1,2.04315424,80.36740461,82.41055885,0.0247923842346326
"2019-07-15","WA.B.3.U.5","WA","B","U",3,5,"N","Washington",2019,0,0,52.89867452,52.89867452,0
"2019-07-15","WA.B.3.U.6","WA","B","U",3,6,"N","Washington",2019,0,0,68.89895425,68.89895425,0
"2019-07-15","WA.B.3.U.7","WA","B","U",3,7,"Y","Washington",2019,1,4.349518522,87.09660007,91.446118592,0.0475637303033713
"2019-07-15","WA.B.3.U.8","WA","B","U",3,8,"N","Washington",2019,1,0.024629312,49.53945209,49.564081402,0.000496918560847295
"2019-07-15","WA.B.3.U.9","WA","B","U",3,9,"N","Washington",2019,1,1.089262784,72.27577674,73.365039524,0.0148471641406759
"2019-07-15","WA.B.3.U.10","WA","B","U",3,10,"Y","Washington",2019,0,0,38.69155252,38.69155252,0
"2019-07-15","WA.B.3.U.11","WA","B","U",3,11,"N","Washington",2019,1,11.47673804,56.75228094,68.22901898,0.168209043770132
"2019-07-15","WA.B.3.U.12","WA","B","U",3,12,"Y","Washington",2019,1,0.1462297984,38.98890202,39.1351318184,0.00373653522054186
"2019-07-15","WA.B.3.U.13","WA","B","U",3,13,"Y","Washington",2019,0,0,29.96740077,29.96740077,0
"2019-07-15","WA.B.3.U.14","WA","B","U",3,14,"N","Washington",2019,1,0.986251136,63.19095838,64.177209516,0.0153676226099254
"2019-07-15","WA.B.3.U.15","WA","B","U",3,15,"Y","Washington",2019,1,5.794611942,34.48971998,40.284331922,0.143842820906643
"2019-07-15","WA.B.4.L.1","WA","B","L",4,1,"N","Washington",2019,0,0,60.28291978,60.28291978,0
"2019-07-15","WA.B.4.L.2","WA","B","L",4,2,"Y","Washington",2019,0,0,24.82611279,24.82611279,0
"2019-07-15","WA.B.4.L.3","WA","B","L",4,3,"Y","Washington",2019,1,0.8848934272,67.77201041,68.6569038372,0.0128886299518876
"2019-07-15","WA.B.4.L.4","WA","B","L",4,4,"N","Washington",2019,0,0,49.69916509,49.69916509,0
"2019-07-15","WA.B.4.L.5","WA","B","L",4,5,"N","Washington",2019,1,0.189843456,56.1371414,56.326984856,0.00337038200225585
"2019-07-15","WA.B.4.L.6","WA","B","L",4,6,"N","Washington",2019,1,0.189483904,61.37869046,61.568174364,0.00307762745862406
"2019-07-15","WA.B.4.L.7","WA","B","L",4,7,"N","Washington",2019,1,0.492496352,78.29074013,78.783236482,0.00625128357239453
"2019-07-15","WA.B.4.L.8","WA","B","L",4,8,"N","Washington",2019,0,0,87.48543758,87.48543758,0
"2019-07-15","WA.B.4.L.9","WA","B","L",4,9,"N","Washington",2019,1,1.432670899,52.57994964,54.012620539,0.0265247433785505
"2019-07-15","WA.B.4.L.10","WA","B","L",4,10,"N","Washington",2019,1,0.098697024,86.46801329,86.566710314,0.00114012677208133
"2019-07-15","WA.B.4.L.11","WA","B","L",4,11,"N","Washington",2019,0,0,47.78185405,47.78185405,0
"2019-07-15","WA.B.4.L.12","WA","B","L",4,12,"N","Washington",2019,0,0,29.22550117,29.22550117,0
"2019-07-15","WA.B.4.L.13","WA","B","L",4,13,"Y","Washington",2019,1,0.0702564608,74.07181089,74.1420673508,0.00094759241696869
"2019-07-15","WA.B.4.L.14","WA","B","L",4,14,"N","Washington",2019,1,1.136292186,76.49157788,77.627870066,0.0146376834123352
"2019-07-15","WA.B.4.L.15","WA","B","L",4,15,"Y","Washington",2019,1,44.52756687,39.53966378,84.06723065,0.529666155596146
"2019-07-15","WA.B.5.L.1","WA","B","L",5,1,"Y","Washington",2019,1,8.165174234,77.60683627,85.772010504,0.0951962555852554
"2019-07-15","WA.B.5.L.2","WA","B","L",5,2,"N","Washington",2019,0,0,81.5370812,81.5370812,0
"2019-07-15","WA.B.5.L.3","WA","B","L",5,3,"N","Washington",2019,1,1.131276435,86.33582399,87.467100425,0.0129337365649846
"2019-07-15","WA.B.5.L.4","WA","B","L",5,4,"Y","Washington",2019,1,0.7682547584,63.23300799,64.0012627484,0.0120037437608089
"2019-07-15","WA.B.5.L.5","WA","B","L",5,5,"N","Washington",2019,0,0,67.74689571,67.74689571,0
"2019-07-15","WA.B.5.L.6","WA","B","L",5,6,"Y","Washington",2019,0,0,89.96956437,89.96956437,0
"2019-07-15","WA.B.5.L.7","WA","B","L",5,7,"Y","Washington",2019,1,2.88143175,87.24777371,90.12920546,0.031970011665961
"2019-07-15","WA.B.5.L.8","WA","B","L",5,8,"N","Washington",2019,0,0,62.318865,62.318865,0
"2019-07-15","WA.B.5.L.9","WA","B","L",5,9,"Y","Washington",2019,0,0,49.20887998,49.20887998,0
"2019-07-15","WA.B.5.L.10","WA","B","L",5,10,"Y","Washington",2019,1,1.720690029,62.16348461,63.884174639,0.0269345270362083
"2019-07-15","WA.B.5.L.11","WA","B","L",5,11,"N","Washington",2019,1,0.4826266496,71.25829852,71.7409251696,0.00672735469272303
"2019-07-15","WA.B.5.L.12","WA","B","L",5,12,"N","Washington",2019,0,0,55.79060518,55.79060518,0
"2019-07-15","WA.B.5.L.13","WA","B","L",5,13,"N","Washington",2019,0,0,70.75152795,70.75152795,0
"2019-07-15","WA.B.5.L.14","WA","B","L",5,14,"N","Washington",2019,0,0,83.17421135,83.17421135,0
"2019-07-15","WA.B.5.L.15","WA","B","L",5,15,"Y","Washington",2019,1,1.58742208,59.50555038,61.09297246,0.0259837100091888
"2019-07-15","WA.B.6.L.1","WA","B","L",6,1,"N","Washington",2019,1,0.022292224,72.11705251,72.139344734,0.000309016169778064
"2019-07-15","WA.B.6.L.2","WA","B","L",6,2,"Y","Washington",2019,1,2.08577913,66.29408989,68.37986902,0.0305028242945295
"2019-07-15","WA.B.6.L.3","WA","B","L",6,3,"Y","Washington",2019,1,7.215705267,57.79489185,65.010597117,0.110992754827553
"2019-07-15","WA.B.6.L.4","WA","B","L",6,4,"N","Washington",2019,0,0,39.3534518,39.3534518,0
"2019-07-15","WA.B.6.L.5","WA","B","L",6,5,"N","Washington",2019,1,6.806265427,57.1720579,63.978323327,0.106383929322631
"2019-07-15","WA.B.6.L.6","WA","B","L",6,6,"N","Washington",2019,0,0,63.33154321,63.33154321,0
"2019-07-15","WA.B.6.L.7","WA","B","L",6,7,"N","Washington",2019,0,0,52.60716773,52.60716773,0
"2019-07-15","WA.B.6.L.8","WA","B","L",6,8,"N","Washington",2019,0,0,54.9967683,54.9967683,0
"2019-07-15","WA.B.6.L.9","WA","B","L",6,9,"N","Washington",2019,1,1.88944576,80.0390078,81.92845356,0.0230621435886895
"2019-07-15","WA.B.6.L.10","WA","B","L",6,10,"N","Washington",2019,0,0,50.28225057,50.28225057,0
"2019-07-15","WA.B.6.L.11","WA","B","L",6,11,"N","Washington",2019,1,0.3489092608,79.32596225,79.6748715108,0.00437916314371094
"2019-07-15","WA.B.6.L.12","WA","B","L",6,12,"N","Washington",2019,0,0,29.52560125,29.52560125,0
"2019-07-15","WA.B.6.L.13","WA","B","L",6,13,"N","Washington",2019,0,0,79.55880812,79.55880812,0
"2019-07-15","WA.B.6.L.14","WA","B","L",6,14,"N","Washington",2019,1,0.04674176,56.64231196,56.68905372,0.000824528845213541
"2019-07-15","WA.B.6.L.15","WA","B","L",6,15,"Y","Washington",2019,1,3.50241401,76.96854158,80.47095559,0.0435239520187236
"2019-07-18","WA.C.1.U.1","WA","C","U",1,1,"Y","Washington",2019,1,24.85065221,18.36654538,43.21719759,0.575017668793735
"2019-07-18","WA.C.1.U.2","WA","C","U",1,2,"Y","Washington",2019,1,23.35417881,20.31289024,43.66706905,0.534823594028233
"2019-07-18","WA.C.1.U.3","WA","C","U",1,3,"Y","Washington",2019,1,15.55362626,12.19487125,27.74849751,0.56052138514508
"2019-07-18","WA.C.1.U.4","WA","C","U",1,4,"Y","Washington",2019,1,2.250975296,38.86329253,41.114267826,0.0547492492272116
"2019-07-18","WA.C.1.U.5","WA","C","U",1,5,"Y","Washington",2019,1,5.998729613,13.39518167,19.393911283,0.309309944005894
"2019-07-18","WA.C.1.U.6","WA","C","U",1,6,"Y","Washington",2019,1,12.82144454,16.81284927,29.63429381,0.43265564626593
